properties_doc_report.gender,properties_doc_report.document_type,properties_doc_report.date_of_expiry,properties_doc_report.issuing_country,properties_doc_report.nationality,properties_doc_report.issuing_date,properties_doc_report.issuing_state,properties_doc_report.document_version,created_at_doc_report,result_doc_report,conclusive_document_quality_result
,driving_licence,2055-10-18,ISL,,,,,2017-09-02 10:33:33,clear,clear
Female,passport,2018-10-17,HUN,HUN,,,,2017-09-02 10:49:06,clear,clear
Male,national_identity_card,2022-01-09,HUN,HUN,,,,2017-09-02 11:08:35,clear,clear
Male,passport,2018-06-26,FRA,FRA,,,,2017-09-02 11:12:06,clear,clear
Male,national_identity_card,,FRA,,2007-08,,,2017-09-02 12:12:09,clear,clear
Female,national_identity_card,2021-08-16,PRT,PRT,,,,2017-09-02 12:15:04,clear,clear
Male,national_identity_card,,FRA,,2011-09,,,2017-09-02 12:43:57,clear,clear
Male,passport,2021-06-29,GBR,GBR,,,,2017-09-02 12:54:05,clear,clear
,driving_licence,2032-05-23,FRA,,2017-05-23,,,2017-09-02 13:03:52,clear,clear
Female,residence_permit,2018-07-28,LVA,UKR,,,,2017-09-02 13:06:58,clear,clear
,driving_licence,2026-04-28,LTU,,2016-04-28,,,2017-09-02 13:12:04,clear,clear
Male,national_identity_card,,FRA,,2013-10,,,2017-09-02 13:13:00,clear,clear
Female,driving_licence,2026-09-01,GBR,,2016-09-02,,,2017-09-02 13:14:58,clear,clear
Male,driving_licence,2027-02-22,GBR,,2017-02-23,,,2017-09-02 13:30:31,clear,clear
,national_identity_card,2019-07-22,DEU,DEU,,,,2017-09-02 13:43:49,clear,clear
Female,national_identity_card,2027-02-17,ESP,ESP,,,,2017-09-02 15:12:32,clear,clear
Male,national_identity_card,2025-09-21,BEL,BEL,,,,2017-09-02 15:44:00,clear,clear
Male,passport,2026-01-21,GBR,GBR,,,,2017-09-02 16:10:03,clear,clear
Male,passport,2024-08-27,FRA,FRA,,,,2017-09-02 16:19:47,clear,clear
,,,,,,,,2017-09-02 16:27:30,consider,
Female,national_identity_card,,FRA,,2008-04,,,2017-09-02 16:47:52,clear,clear
Male,passport,2019-12-24,SRB,SRB,,,,2017-09-02 16:49:07,consider,clear
,,,,,,,,2017-09-02 17:27:50,consider,
Male,driving_licence,2027-01-11,GBR,,2017-07-28,,,2017-09-02 18:25:59,clear,clear
,national_identity_card,,ITA,,,,,2017-09-02 18:35:18,clear,clear
Male,national_identity_card,,FRA,,2013-04,,,2017-09-02 18:49:26,clear,clear
Female,residence_permit,2018-04-01,GBR,TWN,,,,2017-09-02 18:57:10,clear,clear
,national_identity_card,2020-01-12,DEU,,,,,2017-09-02 19:01:28,clear,clear
Male,national_identity_card,2023-03-21,POL,POL,,,,2017-09-02 19:57:48,clear,clear
Male,passport,2022-08-08,FRA,FRA,,,,2017-09-02 20:38:13,clear,clear
Male,national_identity_card,,FRA,,2009-07,,,2017-09-02 20:53:33,clear,clear
,,,,,,,,2017-09-02 21:03:55,consider,
Male,driving_licence,2022-05-29,GBR,,2012-05-30,,,2017-09-02 22:04:32,clear,clear
Female,residence_permit,2018-02-27,IRL,PHL,,,,2017-09-02 22:10:33,clear,clear
Male,passport,2024-01-13,GBR,GBR,,,,2017-09-02 22:11:49,clear,clear
Female,national_identity_card,,FRA,,2016-03,,,2017-09-03 00:14:18,clear,clear
Male,driving_licence,2023-08-13,GBR,,2015-07-21,,,2017-09-03 00:39:15,clear,clear
Male,passport,2027-06-17,GBR,GBR,,,,2017-09-03 06:32:28,clear,clear
Male,passport,2027-07-24,GBR,GBR,,,,2017-09-03 08:16:11,clear,clear
,driving_licence,2022-01-05,IRL,,2014-12-17,,,2017-09-03 09:17:05,clear,clear
Male,driving_licence,2023-02-23,GBR,,2013-02-24,,,2017-09-03 09:34:28,consider,clear
,driving_licence,2047-01-24,GRC,,2010-07-06,,,2017-09-03 09:53:21,clear,clear
Female,residence_permit,2020-08-03,ESP,BRA,,,,2017-09-03 09:55:39,clear,clear
,driving_licence,2017-08-29,LTU,,2007-08-29,,,2017-09-03 10:04:08,consider,clear
,driving_licence,2017-10-27,JEY,,,,,2017-09-03 10:29:02,clear,clear
Male,passport,2022-11-26,ITA,ITA,,,,2017-09-03 11:00:11,clear,clear
Male,passport,2026-02-03,NLD,NLD,,,,2017-09-03 11:01:48,clear,clear
Female,national_identity_card,2020-11-23,ESP,ESP,,,,2017-09-03 11:44:23,clear,clear
,,,,,,,,2017-09-03 11:45:24,consider,
,,,,,,,,2017-09-03 13:07:19,consider,
,driving_licence,2026-06-06,POL,,2016-07-21,,,2017-09-03 13:31:55,clear,clear
Male,passport,2020-06-23,IRL,IRL,,,,2017-09-03 13:42:36,clear,clear
Male,national_identity_card,2022-04-20,HRV,HRV,,,,2017-09-03 13:55:42,clear,clear
Female,driving_licence,2026-10-31,GBR,,2016-11-01,,,2017-09-03 14:26:39,clear,clear
,,,,,,,,2017-09-03 15:17:10,consider,
Female,residence_permit,2025-12-13,FRA,LKA,,,,2017-09-03 15:28:27,clear,clear
Male,passport,2018-02-21,GBR,GBR,,,,2017-09-03 16:17:21,clear,clear
Male,passport,2024-08-20,ITA,ITA,,,,2017-09-03 16:23:55,clear,clear
Female,driving_licence,2022-11-04,GBR,,2014-03-13,,,2017-09-03 16:34:21,clear,clear
Male,national_identity_card,2019-08-14,ESP,ESP,,,,2017-09-03 17:03:18,clear,clear
Female,passport,2021-11-27,FRA,FRA,,,,2017-09-03 17:09:37,clear,clear
Male,national_identity_card,2023-03-20,POL,POL,,,,2017-09-03 17:25:56,consider,clear
,,,,,,,,2017-09-03 18:38:29,consider,
Female,passport,2022-03-12,GBR,GBR,,,,2017-09-03 19:13:25,clear,clear
,,,,,,,,2017-09-03 19:20:22,consider,
Male,passport,2025-03-15,IRL,IRL,,,,2017-09-03 19:29:18,clear,clear
,,,,,,,,2017-09-03 19:41:48,consider,
Male,residence_permit,2022-09-07,GBR,USA,,,,2017-09-03 20:30:07,clear,clear
Male,passport,2022-06-02,GBR,GBR,,,,2017-09-03 20:46:35,clear,clear
Male,national_identity_card,2025-05-20,POL,POL,,,,2017-09-03 21:03:21,clear,clear
Male,passport,2020-07-23,BGR,BGR,,,,2017-09-03 21:05:52,clear,clear
Male,driving_licence,2020-06-09,GBR,,2014-06-11,,,2017-09-03 21:43:24,clear,clear
Female,passport,2025-05-28,FRA,FRA,,,,2017-09-03 21:44:55,clear,clear
Female,passport,2021-03-28,GBR,GBR,,,,2017-09-03 23:18:41,clear,clear
Female,driving_licence,2026-04-07,GBR,,2016-04-08,,,2017-09-03 23:49:59,clear,clear
,,,,,,,,2017-09-04 01:29:49,consider,
,,,,,,,,2017-09-04 06:11:04,consider,
Male,passport,2023-04-08,LVA,LVA,,,,2017-09-04 07:24:00,consider,clear
Female,passport,2023-08-26,AUT,AUT,,,,2017-09-04 08:19:11,clear,clear
,driving_licence,2017-11-09,LTU,,2007-11-09,,,2017-09-04 08:41:46,clear,clear
,,,,,,,,2017-09-04 09:23:47,consider,
Male,passport,2020-02-02,FRA,FRA,,,,2017-09-04 09:53:41,clear,clear
Female,driving_licence,2024-05-07,GBR,,2014-05-08,,,2017-09-04 10:16:13,consider,consider
Female,passport,2026-03-09,GBR,GBR,,,,2017-09-04 10:48:16,clear,clear
Male,passport,2022-06-21,PRT,PRT,,,,2017-09-04 10:52:50,clear,clear
Male,passport,2023-08-27,POL,POL,,,,2017-09-04 11:15:56,clear,clear
Female,national_identity_card,2018-11-13,POL,POL,,,,2017-09-04 11:37:30,clear,clear
Female,passport,2026-08-17,FRA,FRA,,,,2017-09-04 11:47:44,clear,clear
Female,passport,2022-07-01,GBR,GBR,,,,2017-09-04 11:59:29,clear,clear
Male,passport,2024-07-07,IRL,IRL,,,,2017-09-04 12:19:35,clear,clear
Male,national_identity_card,,FRA,,2014-01,,,2017-09-04 12:42:46,clear,clear
Male,national_identity_card,2022-07-26,ESP,ESP,,,,2017-09-04 12:45:19,clear,clear
Male,driving_licence,2027-07-12,GBR,,2017-07-13,,,2017-09-04 13:54:51,clear,clear
Male,passport,2025-02-03,FRA,FRA,,,,2017-09-04 14:35:02,clear,clear
Male,national_identity_card,2025-01-08,ESP,ESP,,,,2017-09-04 16:00:27,clear,clear
Female,national_identity_card,,FRA,,2008-12,,,2017-09-04 16:29:57,clear,clear
,driving_licence,2027-01-21,ITA,,2016-06-27,,,2017-09-04 16:35:32,clear,clear
Male,national_identity_card,,FRA,,2016-04,,,2017-09-04 16:36:43,clear,clear
Male,national_identity_card,2022-05-26,HUN,HUN,,,,2017-09-04 17:12:37,clear,clear
Male,national_identity_card,,FRA,,2006-04,,,2017-09-04 17:25:12,clear,clear
Female,passport,2021-04-14,GBR,GBR,,,,2017-09-04 17:49:17,clear,clear
,driving_licence,2020-07-04,ESP,,2010-07-14,,,2017-09-04 17:54:23,clear,clear
,driving_licence,,FRA,,2001-06-25,,,2017-09-04 18:02:22,clear,clear
Female,national_identity_card,,FRA,,2017-03,,,2017-09-04 18:32:31,clear,clear
Female,passport,2026-03-26,GBR,GBR,,,,2017-09-04 19:28:36,clear,clear
,,,,,,,,2017-09-04 19:34:15,consider,
Male,driving_licence,2026-05-04,GBR,,2016-05-05,,,2017-09-04 19:35:24,clear,clear
Female,passport,2026-03-03,HUN,HUN,,,,2017-09-04 20:05:17,clear,clear
Male,national_identity_card,2019-10-27,PRT,PRT,,,,2017-09-04 20:08:34,clear,clear
Female,driving_licence,2025-04-23,GBR,,2016-08-02,,,2017-09-04 20:16:14,clear,clear
Male,passport,2020-07-20,ESP,ESP,,,,2017-09-04 21:36:32,clear,clear
,driving_licence,2026-12-23,ESP,,2017-01-04,,,2017-09-04 21:52:24,clear,clear
Female,national_identity_card,,FRA,,2012-02,,,2017-09-05 06:30:39,clear,clear
Male,residence_permit,2018-01-12,GBR,THA,,,,2017-09-05 06:38:48,clear,clear
Female,driving_licence,2019-07-22,GBR,,2013-01-19,,,2017-09-05 08:20:31,clear,clear
,,,,,,,,2017-09-05 08:56:03,consider,
,,,,,,,,2017-09-05 09:00:38,consider,
,,,,,,,,2017-09-05 09:16:13,consider,
Male,driving_licence,2025-06-01,GBR,,2015-06-02,,,2017-09-05 09:24:04,clear,clear
Female,national_identity_card,2018-03-27,PRT,PRT,,,,2017-09-05 09:38:47,clear,clear
Female,passport,2022-08-06,GRC,GRC,,,,2017-09-05 09:55:15,clear,clear
,,,,,,,,2017-09-05 10:32:44,consider,
Female,national_identity_card,2019-08-25,PRT,PRT,,,,2017-09-05 11:08:43,clear,clear
,driving_licence,,PRT,,2010-09-28,,,2017-09-05 11:13:23,clear,clear
Male,national_identity_card,2023-09-30,HUN,HUN,,,,2017-09-05 11:14:51,clear,clear
Female,passport,2027-03-25,GBR,GBR,,,,2017-09-05 11:16:21,clear,clear
Male,driving_licence,2022-09-25,GBR,,2013-04-25,,,2017-09-05 11:16:50,clear,clear
,national_identity_card,2017-12-28,DEU,DEU,,,,2017-09-05 11:36:54,clear,clear
,,,,,,,,2017-09-05 12:03:06,consider,
Male,national_identity_card,,FRA,,2010-01,,,2017-09-05 12:24:16,clear,clear
Female,national_identity_card,2019-12-04,PRT,PRT,,,,2017-09-05 12:26:10,clear,clear
Male,driving_licence,2023-10-30,GBR,,2016-08-05,,,2017-09-05 12:38:51,clear,clear
,,,,,,,,2017-09-05 12:43:37,consider,
Female,national_identity_card,2018-06-19,LVA,LVA,,,,2017-09-05 12:51:45,clear,clear
,,,,,,,,2017-09-05 13:28:13,consider,
Male,national_identity_card,2025-12-03,POL,POL,,,,2017-09-05 13:43:06,clear,clear
Male,national_identity_card,2024-05-09,HUN,HUN,,,,2017-09-05 13:53:48,clear,clear
,driving_licence,2032-07-04,AUT,,2017-07-05,,,2017-09-05 13:56:42,clear,clear
Female,driving_licence,2023-01-23,GBR,,2013-01-24,,,2017-09-05 14:28:13,clear,clear
Male,national_identity_card,2021-05-22,PRT,PRT,,,,2017-09-05 14:32:40,clear,clear
,driving_licence,2024-11-26,ROU,,2014-11-27,,,2017-09-05 14:41:50,clear,clear
Male,driving_licence,2027-01-17,GBR,,2017-08-01,,,2017-09-05 15:47:33,clear,clear
Male,passport,2018-05-04,FRA,FRA,,,,2017-09-05 15:48:11,clear,clear
,driving_licence,2026-04-19,LTU,,2016-04-19,,,2017-09-05 15:50:17,clear,clear
Female,national_identity_card,2020-10-05,IRL,,,,,2017-09-05 15:50:44,clear,clear
Female,passport,2019-04-06,GRC,GRC,,,,2017-09-05 16:09:43,clear,clear
Female,national_identity_card,2019-05-18,POL,POL,,,,2017-09-05 16:58:46,clear,clear
Female,national_identity_card,2027-05-30,LTU,,,,,2017-09-05 18:11:54,clear,clear
Male,driving_licence,2024-06-20,GBR,,2015-09-01,,,2017-09-05 18:38:24,clear,clear
Male,passport,2025-02-12,NLD,NLD,,,,2017-09-05 18:39:51,clear,clear
,driving_licence,2026-01-14,AUS,,,NSW,,2017-09-05 18:40:48,clear,clear
,driving_licence,2020-08-18,GBR,,2010-08-25,,,2017-09-05 19:39:55,clear,clear
,,,,,,,,2017-09-05 21:36:47,consider,
Male,passport,2025-03-19,GBR,GBR,,,,2017-09-05 21:51:23,clear,clear
,,,,,,,,2017-09-05 23:55:35,consider,
Male,national_identity_card,,FRA,,2016-09,,,2017-09-06 07:51:04,clear,clear
Male,national_identity_card,2025-04-21,CHE,CHE,,,,2017-09-06 08:05:17,clear,clear
Male,national_identity_card,2016-07-06,POL,POL,,,,2017-09-06 09:17:30,consider,clear
Male,national_identity_card,2022-11-16,LTU,LTU,,,,2017-09-06 09:20:49,clear,clear
Female,driving_licence,2023-12-12,GBR,,2017-08-17,,,2017-09-06 09:49:39,clear,clear
,driving_licence,,POL,,,,,2017-09-06 09:55:10,clear,clear
Male,driving_licence,2021-03-28,GBR,,2016-04-14,,,2017-09-06 10:02:02,consider,consider
,driving_licence,,POL,,2005-05-19,,,2017-09-06 10:04:12,clear,clear
,driving_licence,2035-04-21,GRC,,2016-12-16,,,2017-09-06 11:52:36,clear,clear
Male,driving_licence,2025-11-24,GBR,,2017-05-26,,,2017-09-06 13:02:17,clear,clear
Male,passport,2021-04-27,CYP,CYP,,,,2017-09-06 13:08:59,clear,clear
Female,national_identity_card,2020-12-28,IRL,IRL,,,,2017-09-06 13:23:27,clear,clear
Male,national_identity_card,2021-07-04,GIB,GBR,,,,2017-09-06 14:23:08,clear,clear
Male,national_identity_card,2027-06-19,BEL,BEL,,,,2017-09-06 15:45:12,consider,clear
,driving_licence,2027-07-26,LTU,,2017-07-26,,,2017-09-06 15:53:58,clear,clear
,driving_licence,2018-10-24,ESP,,2016-03-07,,,2017-09-06 16:01:18,clear,clear
Female,national_identity_card,2024-11-24,GIB,GBR,,,,2017-09-06 16:10:33,clear,clear
,,,,,,,,2017-09-06 16:42:30,consider,
,driving_licence,2029-07-21,POL,,2014-07-21,,,2017-09-06 17:20:41,clear,clear
Male,driving_licence,2026-08-19,GBR,,2016-08-20,,,2017-09-06 17:31:08,clear,clear
,,,,,,,,2017-09-06 17:51:42,consider,
,,,GRC,,,,,2017-09-06 19:24:17,clear,clear
Male,passport,2023-06-25,GBR,GBR,,,,2017-09-06 19:57:09,clear,clear
Female,national_identity_card,,SGP,,,,,2017-09-06 20:04:00,clear,clear
Male,passport,2023-01-19,MYS,MYS,,,,2017-09-06 20:06:15,clear,clear
,driving_licence,2021-10-03,GBR,,2011-10-07,,,2017-09-06 21:19:10,clear,clear
,,,,,,,,2017-09-06 23:17:55,consider,
,,,,,,,,2017-09-07 04:10:52,consider,
Male,national_identity_card,,FRA,,2009-09,,,2017-09-07 04:59:40,clear,clear
Male,passport,2023-05-18,GBR,GBR,,,,2017-09-07 07:10:45,clear,clear
,driving_licence,,POL,,2011-08-11,,,2017-09-07 08:23:52,clear,clear
Female,national_identity_card,,FRA,,2016-07,,,2017-09-07 08:27:46,clear,clear
Male,national_identity_card,2018-02-28,ROU,ROU,,,,2017-09-07 08:56:07,clear,clear
Female,driving_licence,2020-10-21,GBR,,2011-08-05,,,2017-09-07 09:02:45,clear,clear
Female,driving_licence,2025-01-14,GBR,,2017-03-31,,,2017-09-07 10:13:31,clear,clear
Male,driving_licence,2021-07-21,GBR,,2016-08-18,,,2017-09-07 11:19:17,clear,clear
Male,national_identity_card,2027-05-16,CYP,CYP,,,,2017-09-07 11:24:30,clear,clear
,,,,,,,,2017-09-07 11:26:27,consider,
Female,national_identity_card,,FRA,,2008-01,,,2017-09-07 11:30:02,clear,clear
Male,passport,2023-12-09,FRA,FRA,,,,2017-09-07 11:54:25,clear,clear
,driving_licence,2020-07-13,ESP,,2010-09-03,,,2017-09-07 12:35:22,clear,clear
Male,passport,2024-03-14,NLD,NLD,,,,2017-09-07 13:35:59,clear,clear
Male,national_identity_card,2025-09-01,GIB,GBR,,,,2017-09-07 13:51:33,clear,clear
Female,driving_licence,2024-01-20,GBR,,2014-01-21,,,2017-09-07 14:48:08,consider,consider
,driving_licence,2021-09-16,ITA,,2011-09-16,,,2017-09-07 17:30:16,clear,clear
,,,,,,,,2017-09-07 17:50:22,consider,
Male,national_identity_card,2025-06-29,ROU,ROU,,,,2017-09-07 17:55:51,clear,clear
,,,,,,,,2017-09-07 18:13:23,consider,
Male,passport,2018-02-11,IRL,IRL,,,,2017-09-07 18:22:45,clear,clear
Female,passport,2025-08-11,CAN,CAN,,,,2017-09-07 21:22:51,clear,clear
,,,,,,,,2017-09-07 21:30:29,consider,
Male,national_identity_card,2020-01-07,ESP,ESP,,,,2017-09-07 21:52:11,clear,clear
Male,national_identity_card,,FRA,,2012-09,,,2017-09-07 22:09:28,clear,clear
Male,national_identity_card,2019-02-14,ESP,ESP,,,,2017-09-08 01:56:44,clear,clear
,driving_licence,2023-09-13,HUN,,2013-09-13,,,2017-09-08 05:27:09,clear,clear
Male,passport,2024-11-18,LVA,LVA,,,,2017-09-08 06:14:39,clear,clear
Female,driving_licence,2026-06-28,GBR,,2017-03-30,,,2017-09-08 06:42:07,clear,clear
,driving_licence,2030-06-18,FRA,,2015-06-18,,,2017-09-08 06:45:06,clear,clear
,,,,,,,,2017-09-08 07:29:59,consider,
Male,national_identity_card,2021-07-13,ESP,ESP,,,,2017-09-08 09:15:26,clear,clear
Male,national_identity_card,,FRA,,2016-10,,,2017-09-08 09:27:27,clear,clear
Male,national_identity_card,2018-01-12,ROU,ROU,,,,2017-09-08 09:43:50,clear,clear
,,,,,,,,2017-09-08 10:12:01,consider,
Male,driving_licence,2027-03-15,GBR,,2017-03-16,,,2017-09-08 10:20:08,clear,clear
,driving_licence,2021-10-05,ITA,,2013-12-19,,,2017-09-08 10:42:12,clear,clear
Female,passport,2018-11-18,GRC,GRC,,,,2017-09-08 12:01:53,clear,clear
Female,passport,2021-04-21,FRA,FRA,,,,2017-09-08 12:34:36,clear,clear
Male,national_identity_card,2022-02-22,CYP,,,,,2017-09-08 12:39:38,clear,clear
Male,driving_licence,2020-08-13,GBR,,2017-06-10,,,2017-09-08 12:41:29,clear,clear
Male,national_identity_card,,FRA,,2013-10,,,2017-09-08 13:39:14,clear,clear
Male,national_identity_card,2019-06-18,PRT,,,,,2017-09-08 13:40:14,clear,clear
Male,passport,2023-09-17,FRA,FRA,,,,2017-09-08 13:42:32,clear,clear
Female,passport,2028-04-01,GBR,GBR,,,,2017-09-08 13:43:27,clear,clear
,,,,,,,,2017-09-08 13:56:01,consider,
,,,,,,,,2017-09-08 14:42:33,consider,
,,,,,,,,2017-09-08 14:53:26,consider,
Male,national_identity_card,,FRA,,2016-12,,,2017-09-08 16:38:10,clear,clear
Male,passport,2018-03-14,ESP,ESP,,,,2017-09-08 17:50:14,clear,clear
Female,driving_licence,2019-08-06,USA,,,NY,,2017-09-08 18:00:00,clear,clear
Female,driving_licence,2018-01-30,GBR,,2017-05-09,,,2017-09-08 18:03:06,clear,clear
Female,passport,2021-08-31,ITA,ITA,,,,2017-09-08 18:26:02,clear,clear
Female,passport,2022-08-25,ESP,ESP,,,,2017-09-08 18:39:02,clear,clear
Male,passport,2023-02-25,GBR,GBR,,,,2017-09-08 18:51:00,clear,clear
Male,passport,2024-12-04,LVA,LVA,,,,2017-09-08 19:49:04,clear,clear
Male,national_identity_card,,FRA,,2015-04,,,2017-09-08 19:53:30,clear,clear
Female,passport,2019-09-28,ESP,ESP,,,,2017-09-08 20:00:02,clear,clear
,,,,,,,,2017-09-08 23:21:17,consider,
Female,passport,2020-07-30,TWN,TWN,,,,2017-09-08 23:50:22,clear,clear
Male,passport,2024-08-18,LVA,LVA,,,,2017-09-09 12:09:48,clear,clear
Male,driving_licence,2024-03-27,GBR,,2017-01-19,,,2017-09-09 12:16:37,clear,clear
,,,,,,,,2017-09-09 12:43:00,consider,
,driving_licence,2057-11-28,GRC,,2011-09-19,,,2017-09-09 15:01:47,clear,clear
,,,,,,,,2017-09-09 15:14:33,consider,
Female,residence_permit,2018-09-06,GBR,GBN,,,,2017-09-09 15:19:43,clear,clear
Female,passport,2020-05-05,GBR,GBR,,,,2017-09-09 15:37:02,clear,clear
Male,national_identity_card,2025-04-10,ESP,ESP,,,,2017-09-09 16:05:53,clear,clear
Male,passport,2026-05-19,GBR,GBR,,,,2017-09-09 16:10:40,clear,clear
Male,driving_licence,2021-02-16,GBR,,2013-01-08,,,2017-09-09 16:34:59,clear,clear
Male,driving_licence,2023-06-12,ITA,ITA,,,,2017-09-09 17:13:57,clear,clear
Female,national_identity_card,,FRA,,2015-12,,,2017-09-09 17:50:32,clear,clear
,driving_licence,2027-08-10,IRL,,2017-08-11,,,2017-09-09 18:17:36,clear,clear
Male,passport,2021-10-11,GBR,GBR,,,,2017-09-09 19:37:46,clear,clear
,,,,,,,,2017-09-09 20:03:35,consider,
,national_identity_card,2019-09-30,LVA,,,,,2017-09-09 21:16:07,clear,clear
,driving_licence,2028-10-22,FRA,,2013-10-22,,,2017-09-09 21:24:22,clear,clear
,,,,,,,,2017-09-09 21:28:17,consider,
,,,,,,,,2017-09-10 07:47:41,consider,
Male,national_identity_card,2021-05-26,CYP,,,,,2017-09-10 10:09:22,clear,clear
,national_identity_card,,GRC,,,,,2017-09-10 10:25:44,clear,clear
Male,national_identity_card,2022-09-20,ESP,ESP,,,,2017-09-10 11:05:55,clear,clear
Male,national_identity_card,2024-03-13,POL,POL,,,,2017-09-10 11:19:42,clear,clear
,,,,,,,,2017-09-10 12:05:10,consider,
,,,,,,,,2017-09-10 14:10:23,consider,
Female,passport,2021-05-21,GBR,GBR,,,,2017-09-10 14:20:28,clear,clear
Female,national_identity_card,2023-09-12,SVN,SVN,,,,2017-09-10 15:23:18,clear,clear
,,,,,,,,2017-09-10 15:57:25,consider,
,national_identity_card,,GRC,,,,,2017-09-10 16:40:31,clear,clear
Male,driving_licence,2024-05-29,GBR,,2014-05-30,,,2017-09-10 16:46:40,clear,clear
,driving_licence,2027-07-20,NLD,,2017-07-20,,,2017-09-10 17:02:59,clear,clear
Male,national_identity_card,,FRA,,2014-09,,,2017-09-10 17:11:50,clear,clear
Male,national_identity_card,,FRA,,2017-07,,,2017-09-10 17:50:12,clear,clear
Male,national_identity_card,2019-04-02,ESP,ESP,,,,2017-09-10 18:04:24,clear,clear
Female,passport,2021-01-13,LTU,LTU,,,,2017-09-10 18:54:43,clear,clear
,,,,,,,,2017-09-10 18:58:39,consider,
,driving_licence,2031-06-09,GRC,,2016-06-09,,,2017-09-10 19:04:11,clear,clear
Male,passport,2018-05-20,FRA,FRA,,,,2017-09-10 19:26:21,clear,clear
Male,national_identity_card,2023-01-07,BGR,BGR,,,,2017-09-10 19:27:44,clear,clear
Male,passport,2023-02-15,LTU,LTU,,,,2017-09-10 19:29:51,clear,clear
,,,,,,,,2017-09-10 19:42:36,consider,
Male,residence_permit,2019-08-09,GBR,AUS,,,,2017-09-10 20:10:06,clear,clear
,,,,,,,,2017-09-10 21:19:03,consider,
Female,driving_licence,2022-02-28,GBR,,2015-05-15,,,2017-09-10 22:36:50,clear,clear
,driving_licence,,POL,,2005-11-04,,,2017-09-10 22:38:07,clear,clear
,,,,,,,,2017-09-11 00:00:46,consider,
Male,passport,2023-04-25,ITA,ITA,,,,2017-09-11 00:07:37,clear,clear
,driving_licence,2022-10-26,MLT,,2017-07-17,,,2017-09-11 07:23:36,clear,clear
Male,national_identity_card,,FRA,,2016-04,,,2017-09-11 07:38:04,clear,clear
Male,passport,2021-08-11,FRA,FRA,,,,2017-09-11 08:15:27,clear,clear
Male,driving_licence,2026-03-05,GBR,,2016-03-06,,,2017-09-11 08:22:02,clear,clear
,driving_licence,2031-04-13,FRA,,2016-04-13,,,2017-09-11 08:40:52,clear,clear
,,,,,,,,2017-09-11 09:06:34,consider,
,national_identity_card,2020-11-01,DEU,DEU,,,,2017-09-11 09:19:43,clear,clear
Male,national_identity_card,2018-02-13,LTU,LTU,,,,2017-09-11 09:24:37,clear,clear
Female,passport,2019-06-12,DNK,DNK,,,,2017-09-11 09:35:36,clear,clear
Female,passport,2020-02-24,SVK,SVK,,,,2017-09-11 09:37:24,consider,clear
Male,national_identity_card,2026-01-22,BGR,,,,,2017-09-11 09:38:46,clear,clear
Male,driving_licence,2022-06-11,GBR,,2013-01-11,,,2017-09-11 09:52:27,clear,clear
Female,national_identity_card,,FRA,,2010-09,,,2017-09-11 10:24:26,clear,clear
,driving_licence,2030-03-27,FRA,,2015-03-27,,,2017-09-11 10:48:34,clear,clear
Female,passport,2026-02-16,IRL,IRL,,,,2017-09-11 10:52:08,clear,clear
Male,national_identity_card,,FRA,,2011-08,,,2017-09-11 11:22:46,clear,clear
Male,national_identity_card,2027-08-23,SVN,SVN,,,,2017-09-11 11:29:27,clear,clear
Female,passport,2026-11-30,HUN,HUN,,,,2017-09-11 12:02:42,clear,clear
Female,residence_permit,2017-03-16,FRA,MAR,,,,2017-09-11 12:08:45,consider,clear
Male,driving_licence,2019-07-08,GBR,,2010-06-18,,,2017-09-11 12:12:16,clear,clear
,driving_licence,2024-07-25,IRL,,2014-08-06,,,2017-09-11 12:33:07,clear,clear
Female,driving_licence,2026-11-22,GBR,,2016-11-23,,,2017-09-11 13:20:04,clear,clear
Male,national_identity_card,2025-10-26,POL,POL,,,,2017-09-11 13:30:05,clear,clear
Male,national_identity_card,2018-05-25,IRL,IND,,,,2017-09-11 14:23:32,clear,clear
Male,passport,2021-02-23,FRA,FRA,,,,2017-09-11 14:32:35,clear,clear
Male,driving_licence,2022-10-08,GBR,,2017-05-10,,,2017-09-11 14:32:45,clear,clear
,,,,,,,,2017-09-11 14:48:26,consider,
Female,passport,2022-01-06,TWN,TWN,,,,2017-09-11 14:49:49,clear,clear
Male,national_identity_card,,FRA,,2016-01,,,2017-09-11 14:56:36,clear,clear
,driving_licence,2019-03-19,ESP,,2009-03-23,,,2017-09-11 15:15:24,clear,clear
Male,passport,2020-03-21,IRL,IRL,,,,2017-09-11 17:34:21,clear,clear
Male,national_identity_card,2025-10-30,ESP,ESP,,,,2017-09-11 17:43:47,clear,clear
Male,passport,2027-04-05,FRA,FRA,,,,2017-09-11 17:57:51,clear,clear
,,,,,,,,2017-09-11 18:25:50,consider,
,,,,,,,,2017-09-11 19:30:33,consider,
,,,,,,,,2017-09-11 19:55:23,consider,
,,,,,,,,2017-09-11 20:03:25,consider,
Female,passport,2022-05-03,GBR,GBR,,,,2017-09-11 20:08:54,clear,clear
,,,,,,,,2017-09-11 20:36:44,consider,
Female,national_identity_card,,FRA,,2012-06,,,2017-09-11 20:39:13,clear,clear
Female,national_identity_card,2025-06-16,ESP,ESP,,,,2017-09-11 21:16:49,clear,clear
,,,,,,,,2017-09-11 21:54:41,consider,
Male,passport,2024-03-12,ITA,ITA,,,,2017-09-11 22:12:45,clear,clear
,,,,,,,,2017-09-11 23:39:29,consider,
